negative,"Hiç bir  arkadaşımın yeni gönderisi görünmüyor.Çok kötü oldu , bir türlü çözemediniz ."
negative,Ya valla artık sizden bıktık güncellemeleriniz yerin dibine batsın hergün güncelleme nebiçim proğram
negative,İki günde bir güncelleme yollamayın artık
negative,Haftada 2-3 defa güncelleme yapmanın ne mantığı var facebook efendi! Ve yapılan güncellemelerde de gözle görülür bir değişiklik olmadığını hepimiz biliyoruz artık.!
negative,"Saçma sapan iş, o kadar program içerisinde en çok güncelleme Facebook’ta 5 günde bir güncelleme mi olur ve 150 MB üzeri hep gıcık oldum"
negative,Daha dün güncellendi şimdi yine güncelleme gelmiş. Hayır yani değiştirdiğiniz bir şey de yok ki. Hep aynı şekilde güncellemiyor. Olan depomuza oluyor. Bıktık artık silicem uygulamayı kullanmayacağım bir daha..
negative,Yaptığınız işe ..... her hafta güncelleme gönderip duruyorsunuz düzgün olanları da bozuyorsunuz nasıl bi malsınız anlamadım gitti en yenilere tıklıyorum en yeniler yok hep eski gönderileri görüyorum sonunda silecem 🤬
negative,Her hafta güncelleme mi gelir arkadaş bu nedir ?
negative,Sıkıldık artık güncellemelerinizden hala da hatalı uygulama...
negative,Her gün güncelleme geliyor kotayı Facebook dolduruyor.
negative,Neden sürekli güncelleme geliyor 2 günde bir 300-400 MB güncelleme geliyor ... hoş değil
negative,Ne bu yani güncelleme güncelleme her hafta sanki bir halt oluyorda hep aynı bırakın bu güncelleme ayağını be
negative,"İki günde bir güncellememi olur. Bi işe yaradığı da yok, yıllardan beri hala hata düzeltme yapıyolar. Safariden giriş yapsak daha iyi"
negative,haber kaynağı yenilenmiyor hep güncellememe rağmen eski haberler hareketler görünüyo aşağılara indikçe program sapıtıyo beyaz oluyo duruyo orda
negative,Zırt pırt güncelleme geliyor yeter ya her hafta uygulama mı güncellenir!?
negative,Saçma sapan oldu yine bir videoyu izledikten sonra diğerinde önceki izlenen videolar iç içe görünüyor ve çok yavaş! Acil güncelleme
negative,La yıl olmuş 2018 hala facebookmu kullanıyonuz
negative,Bu ne kardeşim durmadan güncelleme geliyor sıkılmaya başladım kaldıracam cihazdan az kaldı😡
negative,Her hafta 280 mb güncelleme mi olur. Salak yerine koymayın insanları.
negative,Çok kötü
negative,Mini ipad e Critical ops bağlanmak istiyorum ama hesabımı doğrulamıyo ama uygulama güzel
negative,"İphone 7 de kullandığımda sayfada akış yok. Güncelleme yapıldı, telefon açılıp kapandı, face kaldırılıp tekrar indirildi ancak düzelmedi"
negative,Güncelleme sonrası açılmıyor
negative,Facebook güncelleme yapmıyor sıkıntı yaşıyorum
negative,2 günde bir güncelleme gelmez ki. Ayıp ya
negative,Hata veriyor
negative,Her hafta güncelleme mi olur amq
negative,Bildirimler hem geç geliyor hem de etiketler gelmiyor...Saçma sapan bir hal aldı güncellemeden sonra bir an önce düzeltilmeli
negative,Gönderiler tam olarak sayfaya gelmiyor ve açılmıyor
negative,Facebookla messenger uygulamasını telefondan kaldırdım telefonum kendine geldi söylüyorlardı da inanmamıştım internet sömürüyor resmen komple hesabımı kapadım rahatladım zaten bi boka yaramıyor zırt pırt güncelleme zaten hepsi bütün bilgilerimizi çalıyorlar
negative,Nasıl bi telefon bu iphone 150 mb üzeri uygulamaları ne indire biliyorsun ne güncelleye bilirsin saçma
negative,Yeter artık vallahi silecem! Güncelleme yapmaktan ne kota kaldı ne de şarz! Vallahi yeter ya
negative,Bukadar büyük uygulamamı olur bütün uygulamalar güncellene biliyoken facebook mgbt olarak büyük oldugu için iosta güncellenmiyor wifi diyor wifimiz yok ne olacak facebook kullanmayalım ozman 320 mb uygulamamı olur saçma kaldır gitsin
negative,"Uygulamanizda fotograf eklemede 3D secenegi yok. Sebebi nedir ?

 Telefon iphone x ve uygulama surumu guncel."
negative,2 haberden fazla haber göstermiyor
negative,Sayfa yarıda duruyor devam etmiyor nasıl güncelleme bu düzeltin şunu yeter eski haber üste yenisi altlarda neyi bekliyorsunuz bugün yaptığınız güncelleme değiştirmedi sayfa devam etmiyor düzeltin çabuk
negative,Her hafta yeni güncelle internet mi size dayanır ne dayanır
negative,Ana sayfada en fazla beş altı gönderi var başka gönderi gözükmüyor. Uygulama berbat inşallah batarsınız.
negative,En sonunda kapatacağım bu Fc yi anasını satayım bi sikim yaradığı YÖK sayfa yenilemiyor böyle işin ta
negative,"Haber kaynağı bir iki haberden sonra aşağıya inmiyor, son güncellemeden sonra bozuldu"
positive,İyi ama daha iyi olabilir çünkü kasmasa zaten uyguluma çok iyi
positive,Fotoğraf paylaşımı yapılırken düzenle kısmında kırp ma seçeneği çıkmıyor ?
negative,Yeni Facebook hesabı açtım ama marketplace yok ?
negative,Yeni güncelleme gelince yüklü olanı açmıyor . Yeniside maşallah 400 mb internetin anasını ağlatıyor iyi yere dükkan açmışsınız
negative,Neden marketplace yok burda çok bozuldu Facebook
negative,Buneyaa haftada bi güncelleme bıktım artık net tarifemin yarısı sana  lanet olsun böle uygulamaya
negative,"Haber akışı yüklenemiyor,telefon bozuldu sizin yüzünüzden."
negative,İpone 7 ne bu her ay güncelleme nasıl bir telefonsun sen
negative,"Telefon kilitleniyor, kafasına göre gezinen biri var, müdahale edemiyoruz, neyi açıp kapatıyorsa öylece izliyoruz.  Uygulamayı silince telefon düzeldi.  Neler oluyor ?"
negative,"Teknoloji çağında 318 MB dosya boyutu nedir? Sürekli güncelleme geliyor, tüm internet paketini buna mı harcayacağız?Facebook Lite desen berbat. Lütfen bunu bi değerlendirin"
negative,En güncel sürümü indirdim. Sırf Facebook pazarında satılık ürünleri görebilmek için ama androidde olan Pazar iOS ta yok!!!!
positive,Fortnite çoooook güzelllll
negative,Facebooku silicem artık elinizden gelse her gün güncelleme yayınlayacaksınız. Hepte 300 MB ve üzeri. Yeter be ne bu sürekli güncelleme güncelleme...
negative,Her hafta bu kadar güncelleme neyin nesi?
negative,Berbat ettiniz güncellemeyi
negative,7 plas kulanıyorum açıldığı gibi kapanıyor Facebook acil güncelleme lazım
negative,her güncellemede bu amq mun uygulama içi sesini açmak zorunda mısınız ? canıma tak etti ya! sevmiyorum kardeşim bik bik ötmesini her tıkladığım yerde
negative,7plus için indirdim ve tekrar yükleyemiyorum silmeden önce de habire kasıyor ve eski haberleri gönderiyordu iletişim sıfır
negative,Bu nedir arkadaş ya iphone 6 kullanıyorum güncelleme geldi güncellemeye tıkladım kaldı öyle sildim tekrar yüklücem yüklemiyor 1 aydan fazladır
negative,Facebook güncellendikten sonra hiç bir bildirim baksanda gitmiyor rahatsız edici bir durum
negative,güncellemelekten bıktık artık yeter
positive,her modele gelsin mesela arkadaşımdan fotoğrafı kendime atıp kendi facemde paylaşabilmeliyim illa çift kamera olması zorunlu olmasın
negative,Her hafta güncelleme geliyor bir şey olduğuda yok bu ne ya
positive,Osmanlı oyununa giremiyorum sorun nedir
negative,Yeni güncelleme çöktü resmen geri dönün günceleme bitirdi bizi😡😡😡😡😡🤕🤕🤕
negative,Uygulama boyutu bir tarayıcı için çok büyük. Gereksiz fazla.
negative,"Kendi telefonumun interneti ile güncelleme yapmak istiyorum. WiFi ile başka yerden internet almak istemiyorum. Niye zorluyorsunuz, size ne , tercih hakkımız yokmu. Benim kendi hattımın internet kotası benim telefonuma ve yüklediğim ve kullanmakta olduğum uygulamalarıma yetiyor."
negative,Uygulama içinden herhangi bir yere tıklayınca uygulamadan atıyor.
negative,Her güncellemede daha iyi olacağına daha kötü oluyor berbat hiç yapmayın güncelleme bu nedir ya illa kullanmayalımmı yani buna mı uğraşıyorsunuz
negative,La yeter artık her hafta güncelleme mi olur beee
positive,Elli milyon tNe güncelleme yapıldı her güncellemede uygulamayı sizin için daha iyi hale getirmek için güncelliyoruz bilmem ne. Ama ne uygulama arayüzünde bi değişiklik var ne başka bi özelliğinde sadece boş boş güncelliyorsunuz. Şaka mısınız ya yeter ya
negative,Gunun hangi zamaninda uygulamayinacarsam acayim haber kaynaginda “En Yeniler” desemde hic biraey ifade etmeden bana bazen 3 gun onceki bazen 1 saat onceki bazen 1 gun 5 saat onceki haberi veya paylasimlari gisteriyor.Kardesim kendiniz koymussunuz oraya “En Yeniler” denilen sekmeyi basiyoruz en yeniler olmuyor.Artik bi el atin bu nasil bi rezilliktir facebook a giresim gelmiyor artik.tabi bunu okuyan var minyok mu onuda bilmiyoruz yaziyoruz buraya.
negative,"Sayfa devamı yüklenmiyor, ve sık sık bu sıkıntı yaşanmakta, bir çözüm bulun .."
negative,Güncellemeden sonra haber kaynağında birtane bile gönderi yok yenilemiyorda saçma sapan uygulama...
negative,15 günde bir güncelleme geliyor görünürde hiç birşey yok! Hız aynı sayfa aynı. Telefonda yer kaplamaktan başka bi işe yaramıyor.
negative,İki günde bir Facebook mu güncelliycem ben hiç işim yokmuş gibi ?! Yeter artık 2 gün önce gücelledim MB basmıyorum ben fabrikam yok !!!
negative,Haber kaynağında en yeni gönderileri göremiyorum eski gönderiler karşıma çıkıyor
negative,En yeniler akışında neden 1 gün önceki gönderiler en başta gösteriliyor acil çözüm bulunması gerekli!!
negative,Güncellemekten yorulduk sizce bu kadarı fazla degilmi lütfen stabil bi sürüm yapsanız
negative,Artık güncellemekten bıktım sildim
negative,bu ne ya her gun guncelleme olurmu uyuz oluyorum facebook her zaman guncellenme yeter artik
negative,Haber kaynağı berbat halde hep atnı şeyler dönüyor
negative,En yeniler dediğimizde 10 saat önceki paylaşımlar çıkıyor...
negative,Son görülmeler hiçbir Arkadaşta görünmüyor !!
negative,Sıçtınız vala işiniz bitmiş gemi su aldımı işi biter
negative,Iphone 7 kullanıyorum. Son güncelleme ile birlikte gelen arkadaşlık isteklerini görmeme rağmen okunmamış olarak gösteriliyor. Her seferinde acaba ne yenilik var diye uygulamayı açtığımda daha önceden gördüğüm isteklerle yeniden karşılaşıyorum. Acil çözüm lütfen
negative,Yine olmamış haber kaynağı 1 2 ileti gösteriyo yükleme yapmıyor boşu boşuna güncelleme yolluyorsunuz az kaldı silicem yakında
positive,Güncelleme boyutları çok yüksek mobil veriden indirme yapılmıyor boyut yüzünden !
negative,Siz insanlarla alay mı geçiyorsunuz nasıl bir güncelleme  sayfalar bitiyor sorun devam ediyor  yapamıyorsanız bırakın uygulamanın içine ettiniz bi zahmet artık sorunu düzeltmeye çalışın  düzelmezse  ilerde uygulamayı kullanmayacam  hadi artık harekete geçin
negative,Yaptığınız güncelleme daha çok yavaşlattı
negative,Sizin yaptığınız ıygulamanın içine sıçayım
negative,Haber akışının güncellenmesi için dakikalarca bekliyorum. Yorumlara giremiyorum. İPhone X
negative,"Sürekli donuyor, haber kaynağı yenilenmiyor. Chaz  ı phone 7+"
negative,2gündür Sayfa yenilemiyor
negative,En son güncellemeden önce daha iyiydi ya şimdi mahvolmuş ta pazartesi günü paylaşılan şeyi gösteriyor en yenileri göstermesi gerekirken güncelleyip düzeltin pls
negative,Haftada bi güncelleme nedir bu ya bir de 150 MB üstü diye WiFi den inidirecez saçmalık
negative,Hafta bir 300 MB üstünde Güncellememi olur ya Sokacam Artık Güncellemelerinize
negative,Yöneticisi olunan gruplara gelen gönderiler ve üyelik isteklerinin onay verme sürecinde sürekli problem var. Safari üzerinden ancak işlem yapılabiliyor.
negative,Paylasmış olduğum gönderilerdeki yazılar bazen gözükmüyor😡😡
negative,Stabil değil !
negative,"I post a post , then I wanted to edit something, but I couldn't see my post, while my friends can do that !!!

My post appears to me empty of text !!!!, I wish I can add screenshot to last post!."
neutral,Şu uygulamaya gece modu (karanlık mod) özelliği ekleyin artık.
negative,Paylaşımlarımızın ya açıklaması gözükmüyor yada içeri gözükmüyor bazende resimler  videolar  gözükmüyor sıkıntılı bi durum var düzeltmenizi bekliyoruz...!
positive,Saygılarrrr
negative,"Facebook nasıl bir kafa yaşıyor tırt 
Hiç güncelleme yok bi zahmet güncelleme getirin artık ne bu"
positive,Son güncelleme berbat paylaşım yaparken yazı yazılmıyor ya
negative,Bir haftadır Facebook’ta giriş yapamıyorum
negative,"Haber akışı yenilenmiyor. Saatler önce yapılmış paylaşım en üstte dururken, yeni paylaşımlar ya en geride gözüküyor ya da hiç gözükmüyor. 

Güncelleme, bir uygulamayı daha iyi bir duruma getirmek için yapılmalı. Facebook için tam tersi oluyor çoğu zaman."
negative,En sonunda sildim uygulamayı. Safari 'den giriş yapıyorum Facebook 'a
negative,Sayfa yenilenmiyor güncellemeden sonra
negative,Güncelleme mb çok yüksek geliyor her zaman wifi bulamıyoruz hücresel veri internet sistemi ile indirme yapılamıyor. Bu benim için bir sorun
negative,What The hell is that u re updating twice in a week 😡😡 I am tired of seeing fb on updating list to finish my internet bites 😡😡
negative,En sonki guncelleme ile berbat ettniz ana sayfa takılıyor hep beceriksizler
negative,Telefonu kasıyor ve video fotoğraf yüklerken on saat bekliyoruz 😡😠gerçekten bir düzeltin artık
negative,Facebook ve ınsgram yeni son sürüm güncellemesi olmuyor.iphone 7 Plus kullanıcısım Facebook ve ınsgram son sürümü yüklenmedi
negative,"Telefondan giriş yaptığımızda önceden BAŞKASINIZ GÖZÜNDEN GÖR vardı ne yaptınız Allah aşkına tekrar güncelleyin 
Birde hala kısıtlanan ve engellenenlere telefondan giriş yapmıyorum ne manaysa😏
Artık bilgisayardan giriş yapan mı kaldı ya şu güncellemeleri yapmadınız gitti 
O tek yıldızı da mecbur veriyorum aslında haketmiyor Facebook"
negative,Bir yoruma tıklayınca grupta hemen kapanıyor Facebook acil çözüm sağlayın sayın mark
negative,"İkide bir bune güncelleme ya 
Maffettiniz Faceyi silecem ya"
negative,En son yaptığım güncelleme hatalı
negative,Ya nasıl bir güncelleme yaptınız sayfa ilerlemiyor düzeltin şunu
negative,7 Plus ile video yükleyemediğiniz bir program hakkında ne yazılabilir.... berbat.....
negative,"Sayfa güncelleme yapmıyor, sürekli yeni sürüm güncelleme me rağmen aynı hatayı veriyor Iphone 7"
negative,bıldırımler goruluyo ama kaydırınca sılınıyodu artık sılınmıyor
positive,Merhaba iyi akşamlar çok çok teşekkür ederim
negative,ikide bir uygulamadan atıyor 200 küsür mb mk yapıcanız uygulamanın düşük telefon kullanıyoruz sanki elimizde İphone x var mk
negative,1 haftada 4.kezdir silip yüklüyorum artık düzeltin şunu artık silip yüklemiyecem paylaştıklarım sadece beğeni görünüyo yazdığım yzı yorum yok ve bildirimlerde sorun var
neutral,Her gün güncelleme geliyor ama bi fark yok işte sıkıntı bu
negative,Güncellemince berbatoldu sayfada iki tane paylaşım var berbatt oldu düzeltin
negative,Güncelleme berbat iki paylaşımdan başka gözükmüyor
negative,Her hafta güncelleme gelir mi ya bu ne böyle sıktı artık 😡
negative,Yeni güncellemeden sonra uygulama kapanıyor atıyor birde çok yavaş sayfa dönüşleri filAn bakarsanız sevinirim
negative,Iphone ve facebook kullanmayacan sen bak ozaman nasil adam gibi cozumunu buluyorlar
negative,Son güncelleme olmamış
negative,Demcafe2549
negative,İphone 4s güncelleme sonrası uygulamadan atıyor cihazları çöpemi atalım
negative,Son güncellemeden sonra çok donma ve gönderiler görünmemeye başladı
negative,Her güncellemede birşey çalışmıyor şimdide guruba üye davet edemiyoruz ve izlediğimiz videoyu paylaş butonu kaybolmuş
negative,Arkadaş berbat bir hal almış durumda şuan kullanılmıyor bilseydim güncellemezdim
